"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.0454016298021","","","86.069773115394","","","","","","","63.7526331628047","75.6693648816937","73.9130434782609","72.1991701244813","73.0516699971453","84.0378762259046","73.2295830953741","75.5029423840153","74.8514577863756","73.8333568306781","74.7626470171461","66.6993693062369","69.1812456263121","",
"American Samoa","ASM","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","62.2948417350528","","","","","","","","","","57.7716098334655","","","","55.8523058960887","","","","","","63.7249391043658","","","","","","","","","","72.0088375254929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","51.4851485148515","","","","","","","","","","50.3491700057241","","","","","","","","","","","","","","","","","","","","","74.8625687156422","","","","","","","","","","84.6733989518087","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","33.6874051593323","","","","","41.9189511323004","","","","","46.2333457850828","","","","","55.2306528863121","","","55.5583885772565","57.1483278018892","57.3350416399744","57.6520728399845","58.2192673706166","59.4098360655738","61.0876451953537","63.6567360928025","64.958853198832","66.2679425837321","67.8992710404241","69.1228998544781","69.6409431939979","70.0661000944287","70.2923181509178","71.4576823801114","72.6188863297656","73.1041043761892","73.3972602739726","73.7826685006877","74.2386489479513","75.6138160632543","76.6072919565822","76.9466499512467","78.1520827509086","77.8772199692351","79.0262172284644","79.6234772978959","80.0855054475245","80.6251721288901","81.2586445366528","80.9977888336097","81.5574338367743","81.9322459222083","82.1963860484662","82.6638477801268","83.1481220987481","84.0509915014164","84.665440656387","85.2452085682075","85.7142857142857","85.9651614569856",
"Austria","AUT","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","55.9555055618048","","","","","","","","","","52.8159525734303","","","","","","","","","54.0665701881331","58.3952656206991","54.541655057119","55.2230378317335","57.2819644369179","56.8694172692471","57.4748476689812","58.8694787672206","60.0575125808771","60.7616849394114","61.9850187265918","62.588066139468","64.4016664272375","65.3773993361235","68.9288750354208","70.0723712217965","69.9326744019481","70.506512301013","71.2182448036952","71.375036033439","71.7271407837446","72.6777565140586","74.3796799295258","74.4431418522861","76.8002456625211","77.2590361445783","77.899310758166","78.2151842533669","79.1314658366681","80.2881758764112","80.7153502235469","81.4798206278027","82.1754071417899","82.6086956521739","83.260575041397","83.3734939759036","83.7226714585205","83.6850770842688","83.3109819699002","83.5571471202626","84.0864440078585",
"Azerbaijan","AZE","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.184231069477","","","","59.4766260162602","","","84.1983407293073","89.0572055012956","88.3363291392051","78.3335617377004","87.9081015719468","87.7171215880893","87.5318066157761","87.3533246414602","87.7852348993289","87.688098495212","86.6851595006935","85.7893281725187","87.1462762213149","90.1502991390632","91.3460120890461","91.0531773070656","90.5604719764012","90.2941176470588","90.7759882869693","91.0948905109489","90.3597122302158","90.2439024390244","90.5308464849354","90.8177905308465","",
"Burundi","BDI","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","81.4263625821415","100.648438344321","79.123213595983","","103.71976647206","","104.469837002185","","99.7935779816514","","","","100.544081723296","","","","","","","","101.702127659574","","","","","","","","","","100.472643941564","","","","","","102.490692001541","","","","","","",
"Belgium","BEL","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","33.5921052631579","","","","","","","","","39.2219743446737","","","","","","","52.9671949870992","","55.5330882352941","56.7412613279083","54.6413502109705","","55.0348801941159","55.9745499689634","56.5358970383005","57.9360100376412","58.449240607514","59.1144988647421","58.8589076723017","59.8787680209699","61.9055374592834","63.6140637775961","65.2919828439459","65.6530979238189","66.2471395881007","66.6009852216749","67.6063303659743","68.7005277044855","70.5046545810877","70.9640708827833","69.1951743513469","70.5268389662028","71.2508294625083","73.3830845771144","74.4379276637341","75.287545185672","76.1663119986904","77.0912078882498","77.7575356078172","78.4833031748643","78.764026126277","78.8416471375963","80.0569800569801","81.1750801958467","81.5248768891153","81.355355014473","82.3529411764706","83.8753387533875","84.2861975642761","84.3563002222602",
"Benin","BEN","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","96.7890754751799","","","","","","","","","","","","","","75.9068760151597","","80.3675229701856","","45.0023245002324","","","","","","","46.3472768442379","","","","","","64.3736017897092","","","","109.873010194956","","","","","103.137667016964","83.111617889269","102.500327267967","","","","","","","98.1072555205047","93.7079860177467","","","","","","","81.1989046408884","","",
"Burkina Faso","BFA","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","3.35526315789474","","","","","","","","","","81.89936832934","","","","","","89.2825011246064","","","87.1733966745843","","","","","","","","","","","92.0430107526882","70.7913335650562","94.5494994438265","","","","","","","77.9801768015001","","","","71.6308040770102","","",
"Bangladesh","BGD","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","19.5224265892223","","","","","","","","","","","","","3.80223921959871","","","","","","","5.32572515454113","","","8.95354082092918","9.40392865206593","10.9694165444081","","","75.6341189674523","","70.83663534473","","","","","62.9337539432177","","","","64.0564090804861","","","29.8317885341572","","","33.6349924585219","","","","43.4819897084048","","","41.0419469242999","","","41.8010075566751","45.0601214825834","","","",
"Bulgaria","BGR","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","77.4248144772816","","","","","","","","","","86.2588904694168","","","","","","","","","","","","","","","","","88.665568369028","","","","","82.4253075571178","","","79.4520547945205","81.8614489687996","82.2142857142857","80.6846846846847","81.0126582278481","80.1154817755323","81.8037416166608","81.5884476534296","80.8567603748327","80.5423728813559","80.3667563930014","81.0717966334593","81.4404903797037","81.4082145850796","80.8985024958403","80.919846692218","80.1547258661285","80.2983622506892","79.4768286775392","79.2967518133081","78.7830264211369",
"Bahrain","BHR","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","4.73143300368431","","","","","","7.4447646493756","","","","","","","","15.4286737068194","","21.1797491871807","","","","23.3478379113408","","24.2292543800082","","","31.390134529148","33.140655105973","33.4083239595051","34.3115124153499","35.2208380520951","36.0227272727273","36.9441277080958","37.8285714285714","38.6467889908257","39.5857307249712","40.5311778290993","41.3099115867846","42.2764227642276","43.2905484247375","45.0963753182204","40.8992248062016","46.0732367832332","","","","50.0171762281003","49.22471650081","","","","50.0805152979066","","","","","",
"Bahamas, The","BHS","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","57.4440339056727","","","","","","","63.8798610332848","","","","","","","","","79.8001949317739","73.3639494833525","","","","","","","","","84.7649918962723","81.5231118969437","86.5992414664981","87.4843554443054","84.4471445929526","82.5406604238541","88.5350318471338","85.4636591478697","88.7909319899244","88.8918882440275","85.3188929001203","","87.0257037943696","88.0048959608323","","","","","","","88.1377551020408","","92.8003182179793","87.5079184087166","91.7214191852825","","","","","","","",
"Bosnia and Herzegovina","BIH","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.2987903953782","54.1725352112676","56.1450518042158","57.5022624434389","58.9885632594711","59.1057204923968","58.1274615109202","58.9350838803793","60.3960396039604","60.9409190371991","58.6213201682209","61.2639969633707","59.2669563574532","64.1361768734103","61.9787259297464",
"Belarus","BLR","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","91.1971830985916","","","","","","","","","","","","","","","","","","","80.2802147440094","","","","","","","","100.436681222707","","80.3228754188243","","","","","","","94.1197245276355","93.5861586857742","94.5592286501378","80.2325581395349","","","","","","108.365019011407","88.9627659574468","88.4057971014493","86.9908015768725","87.8145695364238","87.0002653219379",
"Belize","BLZ","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","20.9159794963227","","","","","","","","","","23.0975228743584","","","","","","","","","","","","","","","","","","","","","","","","44.2300368160467","","44.4915254237288","48.4316185696361","50.381679389313","49.6863237139272","","","","","","56.8507157464213","","","","","","","65.7398334149927","59.0084949917586","59.5411233701103","60.4718647489276","61.8915859640297","61.4116758933065","","69.3884979373938","",
"Bermuda","BMU","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","67.4906874365053","","","","","","71.7090195223034","","","","76.5007989043597","","","","","","","","","","","82.4529447480267","","","","","","","","","85.4357942397183","","","","","","","","","91.8604651162791","93.1034482758621","","","","","","","","","","",
"Bolivia","BOL","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","25.935860058309","","","","26.3434713011663","26.6958424507659","27.1894810988495","","","28.2391225744245","28.2704439947625","28.2856806683139","","70.1501976284585","28.7232786110783","65.1269841269841","58.3685650335737","68.5714285714286","69.375","69.6334388185654","75.9476595170646","72.6123936816525","","75.9111547429132","72.4917913170376","79.3148880105402","74.0119760479042","76.7106842737095","76.7106842737095","75.3673723536737","77.304189435337","77.2300053200922","76.0136369170827","76.7109918262779","","75.3945132313668","72.4675648702595","73.6612702366127","75.006105006105","68.6522337629834","73.2213818741187","75.6887755102041","79.4494955785278","75.2931013204986","74.1021498695166",
"Brazil","BRA","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","20.7981061887048","","","","","","","","","","25.2931323283082","","","42.7536231884058","","","","","","","36.3350658769491","","","","","48.3184383819379","48.4627164565909","50.3205501806737","50.7850949144598","51.0891322265395","52.0515549249143","52.0515549249143","61.5897916178881","61.8582195007065","","59.3175217812198","59.3420235878337","59.9753694581281","61.310703666997","62.8801986343886","","66.7750406402401","68.4335541942743","69.0577889447236","70.1100550275138","71.3500686898963","71.4913933911295","71.6072782410917","71.2498420320991","71.8983179461237","","69.9715247217189","69.4074969770254","69.3405114401077","69.6346414073072","70.5954323001631","70.854957661841","72.4578015644298","73.0042740934786","73.9112458654906","70.7921522348429",
"Barbados","BRB","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","60.1972386587771","","","","","","62.091230993543","","","","55.0671099618274","","","","","","","","74.6591147472205","","67.1702944942382","","","72.7042516326803","","","77.2325020112631","76.8421052631579","80.8004254753357","79.6956295525494","79.5505617977528","79.4675767918089","80.0945945945946","","81.9427650141072","84.279769096523","83.6737472766885","84.1265548945376","83.6434677942039","82.2789932055836","","83.978411906757","83.9732447595501","85.1264980026631","85.3846153846154","85.7199867111993","85.3220946140292","83.3445435717144","85.2584193326543","85.8999170583356","86.2116991643454","86.73637864612","84.8720800889878","86.0632981676846","89.3695555883656","90.2091677792613","89.2269974040958","88.1941407958024","87.3787834263885","89.6159101260058","",
"Brunei Darussalam","BRN","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","23.3019853709509","","","","","","","","","","","24.956304619226","","","","","","","23.780414718926","","","37.6564003849856","","","","","48.4064491938508","","","","","56.4826076380443","","","","","","","","","","71.1332408924745","","","","","","","","","","74.5046235138705","","","80.529874430799","","","82.0002903178981","78.787462194116","75.6857339765679","",
"Bhutan","BTN","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.74129005177","77.2853185595568","","","89.7526501766785","87.7214668314792","86.9878183831672","96.2844525658596","81.6920943134535","77.2068140222441","78.589491430177","","","","","",
"Botswana","BWA","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","94.7501581277672","","","","","","","108.754134509372","","","","","","","","","","55.4315476190476","","","","81.2484173208407","","","","","","55.2565292324009","","","69.0834473324213","","76.1072261072261","","67.8383378397609","","71.7834960070985","71.0854503464203","","","","","79.4724943481537","","","80.1264549504239","79.7075229911051","","","82.296277011195","","","","","","87.5774473358116","86.14963169541",
"Central African Republic","CAF","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","74.8276347263262","","","","","","","","","","","","","79.2584940312213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","38.0214998720246","","","","","","","","","","52.2450582536981","","","","","58.8386764516544","59.9922640536359","61.5167457975106","63.0248883216337","64.5984935529171","66.3097514340344","67.6573653471772","68.9175123601353","70.1043024771838","71.5886876058908","72.5048796356539","73.4677944046845","74.9314889729871","75.7034914017717","76.852338413032","77.8651385927505","78.3103168155971","78.6522984586005","78.686730506156","79.3265249792989","79.631425800194","80.0083067977295","80.9484193011647","81.3786434590413","82.1008984105045","82.6760758267608","83.4269278181071","84.3073150796894","84.7205138718054","84.6978021978022","85.5641592920354","86.1731458505652","86.0030248865667","86.816854401335","87.2135271101174","87.0588235294118","87.4823993241341","87.7240016932411","87.2307256235828","86.71388101983","87.2064892557279","87.6282782212087","88.0241240666284","87.660485021398","86.7006554989075",
"Central Europe and the Baltics","CEB","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.3088060330795","","","79.3839735574548","78.3536638663583","77.2000226236483","76.9939502482939","77.3896860706548","78.0957921149729","78.3359821025268","77.4831283317195","77.0867427020128","76.5696290401671","76.0773715462228","75.973218985005","75.4553091302882","75.170528659799","75.41570738453","75.2525597255664","75.3655103738826","75.5704962702125","75.4748764236043","75.4788163937525","75.3900710265169","75.2495688628383","75.3872595541242","75.3252128865443","74.994272786083","74.5645547918031",
"Switzerland","CHE","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","40.456265046429","","","","","","","","","","49.1995731056564","","","","","","","","50.2698412698413","50.6643467257197","53.0962290326649","","","","","56.4567285908473","56.5295978309986","","57.9328009642911","58.7616471295461","62.2382033812768","70.2485470508223","71.207777639287","70.9267563527653","70.9490156486623","70.6693660635202","72.171602126044","72.4278265293145","74.1146496815287","74.3799539759652","74.1031245981741","76.0077519379845","77.3041324468778","77.431957286105","77.8070290904304","79.0146471371505","79.236276849642","79.0973871733967","81.2218393851047","81.8314726209463","80.6833467850417","81.0524906266738","81.6619680494026","82.4100283057016","83.4906932829781","83.9126919967664","84.3489932885906","84.0741238082449","84.7386853448276","85.5125594025798","85.1750919743834",
"Channel Islands","CHI","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","26.7246444940651","","","","","","","","","","27.2555681389203","","","","","","","","","","37.3081296191018","38.3097383097383","40.0849443468073","41.6850463167181","41.6376306620209","40.1292755184487","40.2147322642022","","41.4650358947089","41.7304141387497","42.2959115727793","41.6035101715197","44.2457952589061","45.2881619937695","45.6859417830571","45.1436934539649","47.6825479026411","49.1301504251145","49.6725176840451","50.2900079093066","50.4949170679508","49.73630831643","49.8497678229992","51.9423472889499","54.4295022875364","55.9003618146396","56.631953959989","57.9495614035088","60.2670663578144","61.5883082862264","62.9045643153527","65.1118123199341","66.1950339852961","66.4768782113595","67.5950424731931","67.489539748954","67.4037788663401","68.1080324657151","69.6113074204947","70.5697558189347","67.0326364866897",
"China","CHN","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","81.6489361702128","","","","","","","","85.875573327061","","","","","","","","","","85.0856040511213","","","","","","","","","","81.5378710337769","","","","","","","","","","",
"Cote d'Ivoire","CIV","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","82.6359364511076","","","","","","105.603448275862","","","","","49.3140160245857","","","70.7707488214012","","","","","","","","","","47.3512173128945","","","","","","","","","","59.2415316642121","","","","","","","","","","","","","","86.7971678467305","86.0074165636588","","","70.0113058224986","70.3167834297898","","","",
"Cameroon","CMR","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","59.16390829962","","","","70.7793889176592","","57.9099099099099","","","61.1787867601821","","62.4665431336216","","","","","","","","","80.9210526315789","","","","","85.7329842931937","","","","91.3101604278075","","92.2273781902552","","","85.8566221142163","","","","86.6967741935484","","","","","","",
"Congo, Dem. Rep.","COD","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.4653304442037","","","","","","","89.5973635191288","","","","","","","","",
"Congo, Rep.","COG","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","68.7209586696014","","","","","","","","","","70.8926261319534","","","","","","","","","","","","","","","","","","","","","96.7867998263135","","","","111.009174311927","","","66.8740279937792","","","","","","","","",
"Colombia","COL","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","23.2246998284734","","","","","","","","","30.2738336713996","","","","","","","28.556858745538","","","","","46.2721546799473","61.0486891385768","62.2504537205082","","58.6909735409546","","","","40.0280183392766","","","67.2072072072072","","","","77.1934568068136","64.7677793904209","64.2997061704212","65.7233471578434","64.4670050761421","63.8252862120458","64.3582988332706","62.8290314336826","63.6155022947476","66.4017879314626","68.35411779232","68.8940657184894","70.448162168763","70.7836142206913","70.7586545543825","71.347970072366","71.4409186319299","71.4745573851678","70.8286743694869","70.2899460273629","66.236332499012",
"Comoros","COM","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","33.1578302926411","","","","","","","","","","","41.4307931570762","","","","","","","","","","","","","64.1490830211004","","","","","","","","","","57.9547447816173","","","","","","",
"Cabo Verde","CPV","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","117.502071251036","","","","","","","","","","","","","","","","","","","","33.0086234429895","","","","","","","","","","48.2839680300893","","","","","","","","","","","","","","","","","","","","","","","","","87.1275502715397","","78.5983421250942","77.952","78.3896990381632","",
"Costa Rica","CRI","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","19.297666226332","","","","","","","","","","24.6024898311352","","","","","","","","","","","28.0110636157908","","","","","","39.9781473837562","41.6139828932689","41.1683590322176","41.8500559492727","43.3495691270139","43.8398231175531","43.3490026680219","46.465657450269","48.8688342193102","49.7707274755236","48.3415310884096","52.8571428571429","53.0243717641116","53.5062319023039","51.8301982714794","55.91046277666","56.1819103116291","57.1949685534591","59.0542099192618","60.334247290769","58.8781328736242","60","64.9583938713512","65.5237074738816","64.4892010070227","64.2741281427413","60.8610840183921","60.6048053024027","62.6791024601243","67.8662892573123","65.3889515219842",
"Caribbean small states","CSS","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.8817581518706","62.8828199897369","","","75.0010767434859","74.180683359241","75.1932754462471","74.4510420483659","74.2509588418227","72.1267073150167","","72.0911002286432","70.7311952382512","","","","","","","75.8678793059546","74.4601526488943","76.4702470507469","77.0655549769638","77.1403163204756","75.8902435079109","75.6778985625458","77.6510854978414","","","","",
"Cuba","CUB","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","23.6114699044175","","","","","","","","","","","45.9160839160839","","","","","56.0958714325298","","56.6767621145374","","","","","","","","","","","","","","","","57.4906367041198","","59.6296296296296","61.651376146789","60.9023668639053","61.3890097143686","61.2445095168375","59.687141216992","64.1403979432149","65.7864523536165","","","","","","","",
"Curacao","CUW","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.3147443322853","","90.9090885738003",
"Cayman Islands","CYM","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","33.9194302247941","","","","","","","","","","47.897929303493","","","","","","","","","68.5207508179783","","","","","","","","","","84.3373493975904","","86.5367077063383","","","","","","","","92.6067415730337","","","","","","","91.3463751438435","93.3034661636407","92.3727844482561","91.6192858767341","","92.0047449584816","93.4872979214781","94.1691984108437","94.2280619427499","95.6984164500118","","","","","",
"Cyprus","CYP","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","45.1398872055734","","","","","","","","","","","","","","","","45.7364341085271","","49.4063926940639","","","","","","57.6408076514346","53.8127815785083","","55.4945968412303","57.2548059262887","57.5805279728748","58.6219467736055","59.3449409472787","57.0261007118376","","","61.005643919959","","","","","67.7655172413793","71.3380184649304","72.6315789473684","73.3351491216124","72.8485838779956","72.1282641049926","74.0599455040872","75.8049178100802","76.4021887824897","79.3450881612091","81.0311011487812","81.2614905953896","80.5944798301486","81.25","84.2877697841727","85.6867112100965","84.6188475390156","84.9708389412292","84.5790947958131","83.4204413472706","81.683025404157",
"Czech Republic","CZE","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.3973128598848","","73.4081346423562","73.6105277894442","73.2297788972852","72.5465490690186","73.0774677807676","73.5315033423411","74.1507279474736","74.3330930064888","74.255844344417","73.7224157955865","74.5057841558061","74.1556534508076","73.7301702808907","73.7417943107221","72.841673983026","72.316715542522","72.5183016105417","72.4867724867725","73.2671800947867","73.9252474516177","74.7906566769502","74.574780058651","75.3454866215819","75.8408891488739","76.2912168077035","76.8044237485448","76.7401138187655","76.0569583088667",
